s20	s21	s22	s23	s24	s25	s26	s27	s28	s29	s30	s31	s32	s33	s34	s35	s36	s37	s38	s39	s40	s41	s42	s43	s44	s45	s46	s47	s48	s49	s50	s51	s52	s53	s54	s55	s56	s57	s58	s59
0.648053134320717	0.624522290563816	0.630459072286042	0.631053942781862	0.624322716871754	0.626499958517935	0.622229267619676	0.615068512730798	0.635144185337895	0.635285647497177	0.607056741856063	0.664471807396046	0.621917841739013	0.632448054631602	0.586894585855205	0.635638677242146	0.607281130485193	0.606032640164611	0.632026517513587	0.732491234297196	0.694772247442917	0.675466127881334	0.712717047678979	0.594260331963717	0.668898750485529	0.645699508537226	0.666827702806054	0.602434556913519	0.667293391164644	0.658344306212511	0.62315117471768	0.604036030045489	0.662988388726933	0.624166484723746	0.617936878929284	0.639465978696516	0.622285480990907	0.589930692723646	0.653243476063901	0.618544922148463
0.0692474523622165	0.0716635011679752	0.0728848911285833	0.0903502767114932	0.0844771825774942	0.089207455790953	0.115075955398794	0.0544740973804747	0.0546489918187444	0.0669532539258064	0.116949278515349	0.0956615594413475	0.0967828200085464	0.0565277460021948	0.125872994577535	0.0571766444469112	0.0683074773590008	0.10615042430469	0.101039130540516	0.0461331191175445	0.0558582827911303	0.118408334261749	0.0541763707595615	0.10900034928891	0.114679197252206	0.111604438300478	0.117014671140404	0.118616170672483	0.0447976435239076	0.0750481602694238	0.124006243721654	0.124749678838362	0.0939686216337545	0.0795777718268541	0.0911704183655827	0.0635969936775407	0.0526884725823564	0.110160548327543	0.0814168865951073	0.101047519433406
0.286319108144059	0.405580070364735	0.366159061365634	0.315808546521553	0.34617429630851	0.34497082991549	0.314487723703591	0.38744833578198	0.303705301791442	0.365140766543387	0.279818579288588	0.436495893566911	0.290133166115827	0.262646440189246	0.377290835776374	0.348391116666672	0.363608066029763	0.283206288946828	0.332099822691146	0.7802049087348	0.719415419406043	0.722228580013022	0.769980839550053	0.440762384422827	0.659849758466769	0.778567791851158	0.588963931434145	0.337482759960104	0.786644261975867	0.446767649114566	0.411461714600553	0.293162493336869	0.444039878193157	0.394056947872573	0.244049630157871	0.361438262545322	0.398896269285223	0.244113896576461	0.428107597371141	0.407826192834986
0.0205314359121178	0.0192595538154542	0.0213855927817685	0.0200386385238503	0.0180104779799444	0.0195999345813503	0.0197590212854841	0.0200064928899585	0.0196541772205885	0.020993103157555	0.0187987933609006	0.0180017137487448	0.0160412781777198	0.0215009588750643	0.023322513030751	0.0189098623737275	0.0200829830685526	0.0183293740847226	0.0203459521235581	0.0307538959314684	0.031114532079401	0.0328812043543562	0.0313702207076088	0.0216114030985512	0.0296719300556179	0.0309112988296155	0.0332540337731817	0.0211489741012771	0.0321326945802087	0.0282309375795777	0.0255873941646267	0.0218101977470818	0.0287729267769	0.0263359064810469	0.0279378306282423	0.0183722061330921	0.0181138778791628	0.0171326290301636	0.0164494368173888	0.0181876210236614
0.0435994481783507	0.0395044303084325	0.0425924727702051	0.04159074063866	0.0410779432512002	0.0407938665927309	0.0398329412949065	0.0439154329396606	0.0362929076137635	0.0392776623112879	0.0411868094793008	0.0427357472488455	0.0406574040341849	0.0457280552088624	0.0509323798246594	0.0406737765896928	0.0383879628432489	0.0356178295069942	0.0410156212201834	0.0832147053477573	0.0777997458030245	0.0741853798909287	0.0769702379658385	0.0473899101966601	0.0707346811712717	0.073643963404905	0.0910023464407787	0.0463229845094932	0.0856296349130654	0.058144146669478	0.0535805913772152	0.047980564140875	0.0565013586573788	0.0532067371876229	0.0514746371082549	0.045570313618049	0.0377704214852752	0.0434746736836313	0.0487926432438448	0.043347741726
0.610425656887254	0.652374959992513	0.596933328342949	0.595387422221936	0.572495202018601	0.620339217696492	0.743019791416958	0.522677768481744	0.51845115136353	0.601315367606192	0.694418235189386	0.627048557879283	0.639622644014632	0.511267596189848	0.787765979718789	0.482188479700144	0.574812517798756	0.728517310278394	0.709272263361628	0.875203350383769	0.898561835728114	0.755438680260339	0.835318106494462	0.565670505576032	0.893458272573688	0.84819750602061	0.902435484021883	0.679812995455885	0.904281435282148	0.70184671417899	0.783193728013468	0.793171445813431	0.672413790038305	0.635999032760567	0.625114400605371	0.563111830353064	0.550922308982008	0.73853110549298	0.587366759135424	0.791632664339076
0.420289262633993	0.404062151926621	0.417790095374355	0.441210932162945	0.459488858293055	0.391523424741821	0.513799146595554	0.407014190526148	0.460945097069565	0.465944382116642	0.405959099875332	0.448405419875684	0.452444601488313	0.467210375374772	0.420858915786968	0.434574242398093	0.407911502535691	0.425052979419868	0.453135155365333	0.492636324111631	0.426649006247362	0.453847259780093	0.467411586727601	0.517258026167886	0.446017174369313	0.468764362142633	0.499890295655242	0.388839324405157	0.474619351195393	0.487145838398257	0.460555002163064	0.416214115894812	0.43583313142572	0.523397970013443	0.45468950554399	0.49727493089762	0.494359463004365	0.472375227268042	0.521084935409319	0.459722973449933
0.51595393168135	0.567441197604337	0.584747764894146	0.685222163611086	0.575104411904789	0.577279733034408	0.704956093622724	0.503817561981776	0.506245344029739	0.564033610317757	0.743542303993292	0.597763189550069	0.700173989587523	0.46587411395096	0.837636539458843	0.511055277923526	0.515746771478345	0.795795085680049	0.821633550547172	0.787737721114327	0.885329987878029	0.704454862658907	0.873619562096946	0.63704028967505	0.89617384260711	0.831096941557539	0.901385740722445	0.745709076690714	0.902914882595614	0.704083670519891	0.789867913587996	0.819633447822691	0.715233302470907	0.617409248229292	0.589739112215869	0.520670719079184	0.47584474829442	0.882071859098489	0.633294029565495	0.859722683350128
0.0575150958455186	0.0579262880825947	0.048350265273912	0.0578709338863997	0.0458318835387211	0.0462641197766082	0.0516802023230059	0.0477551716634375	0.0487308857674462	0.0465214216558743	0.0492423454517178	0.0457976015144169	0.0557259524901968	0.06045086128815	0.0728574375519402	0.0556712781309619	0.0550453409972783	0.059840136132583	0.0578802765085079	0.12368674814752	0.11764492129824	0.0981934881559163	0.12131282214165	0.0684502955553083	0.123306694418813	0.120420856256741	0.138650629753371	0.0743555312700008	0.114936911898485	0.0683064691098425	0.0734910150890741	0.0833780595735857	0.080559156141176	0.0744759284050005	0.057401870210116	0.0786886367837296	0.0503371769703335	0.0975852771965836	0.0985943909866652	0.0884886107052034
0.0593433352335561	0.0377584176379957	0.0641686297951486	0.057858200624251	0.0783368611624967	0.0626507875448689	0.0688808925698706	0.0700797879730026	0.0697085755383862	0.0818833130719724	0.0508186125879345	0.0639519433143764	0.074374893445005	0.0678548361038506	0.0714160288180072	0.070368809230002	0.0491127973426048	0.0668319548419116	0.0637239187532214	0.0819425290469572	0.075428370710922	0.0771192214256338	0.117399828745903	0.113242097812898	0.0859016585095545	0.100369838987167	0.114894182432912	0.0801087398478458	0.0793529418308264	0.0857357038296306	0.0503880097487311	0.053427029455432	0.0734387513732678	0.0650516241924544	0.0749253304816537	0.0485972665540332	0.055468380220878	0.0852492894837152	0.0480160435110279	0.0544627578029982
0.0520540994728078	0.0575177359681131	0.0412316052368088	0.0484017939964612	0.0570699426783286	0.0539106977581105	0.0452381217915742	0.0569791261391944	0.0544526844789489	0.0544274507917704	0.0432435982288531	0.0499139237150957	0.0462037190812079	0.0654697803351362	0.0383326024256988	0.0567437542624033	0.0498105669472214	0.0423216504086286	0.0367711116005694	0.0701011848006629	0.0573516591266087	0.0853277458114283	0.0712402279281567	0.0421037820347362	0.0506114638993839	0.073973818366675	0.048297436226552	0.0432672658481868	0.0611553913430333	0.0603699177615141	0.0514021870920197	0.0437753394166522	0.0622263655049139	0.0490621222655723	0.0605160468706778	0.0727441341208796	0.0583770893312005	0.0272558677506949	0.0592878145553784	0.0386422558361436
0.0419130484722366	0.0322982499415869	0.0365314245590499	0.0407713829777135	0.039809888519071	0.0329519697108233	0.0412832751901351	0.0391403701092208	0.0378420134186632	0.0378316576894378	0.0392221124207031	0.0408908229921663	0.0365678282964044	0.0366734592266094	0.044961443541747	0.0328006221585427	0.0319318968987816	0.0359914997665538	0.0360034567290765	0.0837082472168113	0.081304141986442	0.0810198791567133	0.08306424402304	0.0486258854534364	0.0790001331756024	0.0752513682304604	0.0884560249497942	0.0391451298921089	0.0710108752993179	0.0494609724950818	0.0470797434970108	0.0457525898789631	0.0539640521839982	0.0424065065584861	0.0466923145289717	0.0343895631687585	0.0392328856709867	0.0346936938024753	0.0315589389689688	0.0363203436739724
0.247240806791313	0.252891402107117	0.231488191887978	0.253078018339118	0.204418173971452	0.237492604365542	0.238382311581751	0.2526388860784	0.193159272696239	0.235712884570192	0.237719887751339	0.251960655804635	0.231202307644525	0.211731691712399	0.233326203823335	0.218004714648668	0.236285492464974	0.243761800771772	0.243901983113383	0.264551076610918	0.264130846777894	0.228578324984724	0.290032001728571	0.22472872466029	0.265988652932322	0.24403725173069	0.27068569278217	0.235874269512224	0.253166847995948	0.247239066125227	0.242654768841482	0.241442250377964	0.266349755995823	0.234036618848758	0.197859345454251	0.232278605465627	0.265294707940374	0.255516682732718	0.246622189403583	0.2464102536364
0.437168852792831	0.480292825169937	0.384617954727483	0.467669967838298	0.452497670613071	0.436851706788146	0.472599247294007	0.459020137281051	0.398496323603734	0.464353419882892	0.422990503974706	0.454841098909677	0.436666738687236	0.478822897551365	0.42938317894919	0.449778392313717	0.38935235803959	0.414957069575601	0.48403524239091	0.524537454084597	0.587077369456915	0.513974717523952	0.491042777735392	0.415919802023601	0.450702915632787	0.416440361959629	0.446513480288206	0.416789956014949	0.451354701694983	0.484904699345939	0.458101851390869	0.429892795290211	0.473268365881981	0.464115962208624	0.473768102754664	0.391498330399962	0.445894168064386	0.376626226925245	0.486735262385037	0.460860459364676
0.928669135088876	0.92159252698835	0.841555512825323	0.927114740189573	0.923793507187072	0.934323716397103	0.92008773782634	0.929867314939404	0.92988274453768	0.934731238771237	0.912790941617232	0.931935445373753	0.927180562762385	0.937080116346844	0.913079427581256	0.849256405475577	0.922724910583466	0.909408470948341	0.931144569569575	0.961298149303548	0.94440333434686	0.945499399664877	0.961468976267103	0.931993405787196	0.942050388580721	0.95210818574759	0.957658039434289	0.92582797428001	0.958235218757687	0.87157061661724	0.877643674527481	0.928527006531557	0.940341805871605	0.921939991477901	0.938207354851552	0.934095118403114	0.880315780502082	0.921900115315342	0.936154230759837	0.935619922408191
0.333016647296096	0.29300086194419	0.308428887558554	0.339226778214175	0.309586766382535	0.333287371847987	0.471019060834935	0.267657496704662	0.22491378911792	0.317251193727997	0.461246947412538	0.348487345369184	0.391417791121464	0.218295152410412	0.600283922171044	0.222813934288185	0.28688916578841	0.452826228782769	0.430719721008637	0.588051334848883	0.67811411603014	0.360038844609617	0.580866985805133	0.323749388573779	0.604110397720384	0.53156011005022	0.668374473214855	0.439690776334953	0.705043959906947	0.406795477113097	0.521098366275789	0.520446104485098	0.438039317752316	0.322858413836707	0.353159943883152	0.324167779680973	0.230276819025108	0.556014171498344	0.311479930939224	0.540891375897853
0.13724020111837	0.214029819214321	0.160420295748319	0.196715140927714	0.282902420516271	0.216371066415705	0.160267406960418	0.238870840185981	0.166760127859822	0.201792997006465	0.160479086630534	0.221709466671167	0.167019498400707	0.209229002692938	0.117117389466179	0.38266440715858	0.161465083930541	0.215856682208097	0.181811296970615	0.30904610495283	0.141863008831911	0.352225979824798	0.219501711869192	0.318608870077491	0.138784215285432	0.181424338804117	0.134845526005921	0.121121634185487	0.13959302889586	0.268780031845762	0.204947033437683	0.141851867447505	0.236933003835337	0.25145410308548	0.249227955303755	0.407363619679551	0.226790826774795	0.129682266002329	0.357495726004699	0.108569652190079
0.140273631226097	0.135586547912472	0.132298481093004	0.164572184719832	0.175956348021268	0.184878253292309	0.20136076413035	0.103657007492138	0.13241436779639	0.146091385130381	0.237712695962042	0.198623371913404	0.17539035944588	0.105161339653113	0.274367423360682	0.12905153559498	0.150546045864231	0.221578880675884	0.232473969088965	0.512587578237353	0.552798114510984	0.436066691127238	0.570742074267011	0.119723500745419	0.527241579195041	0.469212837098431	0.569876057110522	0.222262111140289	0.623248132245028	0.237070619034002	0.284843969692187	0.269680460530162	0.210804752552606	0.149767665370171	0.227500512263442	0.15081065634522	0.164501717150387	0.177540169836051	0.122875775384021	0.292001619037619
0.0444139851256908	0.0527583990774467	0.0475965248518201	0.0584163784162552	0.0448926301551693	0.0386868615346649	0.058857556866759	0.086042586814398	0.0522543411821228	0.0611837712175239	0.0491088431410196	0.0735513293347323	0.042776696088571	0.0423177990896079	0.0461028059098727	0.0517135846803548	0.0433931677404173	0.0445414317872677	0.0487756018300996	0.0762573569618342	0.0761141336047746	0.0895074304893698	0.0824193037083815	0.0780024889667196	0.074816992698027	0.0794853348090142	0.0778223813043145	0.056540458381661	0.081632455596752	0.0646195186577752	0.0585692729635924	0.0567941702787466	0.0556263479480858	0.0766774141649398	0.0572806715504074	0.0423698318930411	0.0476131571463908	0.0527433645505059	0.0588110118546422	0.0468991600787638
0.775071298287907	0.798083749545139	0.733732194915439	0.763132292809279	0.789829434801336	0.76513851761014	0.690806150429353	0.808141605927264	0.794901383882865	0.744265594312006	0.602496225931995	0.713751869901021	0.66886056602924	0.813072075300335	0.548971997105318	0.789827414017593	0.781697951493797	0.594394460700485	0.644974116378156	0.855201828111859	0.720665208975916	0.866022666900791	0.795584721692226	0.703327857807363	0.73150884006779	0.774326360109429	0.573692171480518	0.633207290152904	0.649892921845455	0.775668654162504	0.670951667230195	0.473341973504603	0.802248150615113	0.767681644271493	0.803263296774798	0.751043410608196	0.842848633460236	0.611125601623524	0.721322670791296	0.44655770422672
0.723923043941908	0.725991976687192	0.77270702325684	0.735956797135901	0.756896324597493	0.740104470640747	0.691458335654366	0.778609644035476	0.774693166644814	0.749764638402403	0.686417551670893	0.74853187485346	0.729966776169747	0.752236650027705	0.698157179104996	0.76663163316121	0.737598213834899	0.678220809107093	0.698773671629932	0.807823082094146	0.719785026912932	0.821532870590781	0.800808029218108	0.790043964853811	0.750199823549162	0.817278523902876	0.774215663237022	0.69440377009026	0.736858498921351	0.774720295979795	0.687008916908069	0.699484986877402	0.759825556657308	0.750362699171044	0.757557651912202	0.780118874181903	0.801672498036428	0.734905528262659	0.724025282194028	0.65160093880788
0.0252186966654967	0.0214169608647185	0.0240910921429166	0.0264349412480675	0.0242102894509501	0.0224345409520586	0.0252798129394371	0.0249103742674018	0.0231611622730096	0.0223721248057107	0.0267096641090333	0.0240833435398773	0.0214156218399831	0.0242284736111684	0.0256383399072838	0.023403579722021	0.0223542489250777	0.0224077329775806	0.0250206783576505	0.0379418747361493	0.0461153179067189	0.0393547152626049	0.0420173683279303	0.0257375236741778	0.0393957737310908	0.0401086842137117	0.0420352360267821	0.0271172127031413	0.0409814565279904	0.0278316764391285	0.0293961383657073	0.0264481583201239	0.0273180144569055	0.0327592557147305	0.0265471017590013	0.0230311880468743	0.0239901189478011	0.0229135719076973	0.0247397863819714	0.0259179998003597
0.124693155888991	0.131942469154027	0.12500930815125	0.126839293306531	0.123411721659052	0.125457178612293	0.118959205464911	0.123313510021022	0.124440410860825	0.123322057245174	0.125649268512117	0.125255398376683	0.123647736817048	0.122836271213777	0.125888942209895	0.125547041090808	0.11669549684639	0.121925424233341	0.12461783596056	0.141993881370019	0.135712488896995	0.136393869710432	0.139385787303678	0.129061295699955	0.134568467563564	0.132329571859618	0.136645667639969	0.121819658447358	0.137128724342242	0.131698883017509	0.128813631656106	0.127151651248746	0.131582538779106	0.130950070687214	0.130103216811597	0.124941162105559	0.125908708900617	0.121401831280646	0.131234131677257	0.119655919705537
0.0889025048216718	0.0879653767037791	0.0666276117960939	0.100183037599707	0.0709563704136945	0.0799827849453262	0.10043047559148	0.111924914870938	0.0721499875384462	0.108403389034341	0.0968019793666254	0.0962175435059376	0.104199460892425	0.0917270622690019	0.118615231568144	0.0701878472452948	0.0683103819613949	0.0891499942221014	0.106050840258176	0.126296944593134	0.151539212040044	0.125570833576336	0.178872884997028	0.129992819795969	0.152820248826706	0.124775060365741	0.140166547757385	0.100727151313999	0.153133216333118	0.080797378842685	0.109941105824768	0.0958801182399706	0.10462376654227	0.0757022394787929	0.0644142403838102	0.079745289197123	0.115480395062245	0.0945581551216179	0.0867954795107671	0.097526949800015
0.569446230979591	0.58879515357741	0.543742652243049	0.669998991445682	0.559042200601447	0.584936108672338	0.870568883744534	0.456058141937126	0.348768088989086	0.628356536166027	0.818772079620286	0.622914905333794	0.73509276408516	0.443022113277521	0.910240514659857	0.362063986375128	0.480183431529777	0.869540996151011	0.866142515715653	0.855995134782748	0.927553211661271	0.803953126046295	0.897437974677691	0.65532244565476	0.945708560409891	0.895564500650028	0.940868130291682	0.766492178118712	0.926643866889891	0.607253608028776	0.929913544725826	0.901587904227446	0.730324454350218	0.732287732136659	0.561256193174505	0.489597479655623	0.386431764212676	0.897204730655018	0.515723737759114	0.903494650457948
0.0437595742670367	0.0354524439170894	0.041888323284053	0.0425471699808018	0.0397204966730191	0.0390927145697808	0.0359995477642803	0.0376462028476242	0.0361426829551074	0.0391117450983028	0.0336863283911335	0.0456226456477727	0.0385973559194738	0.0392120028424564	0.0444692809404924	0.0456831831721819	0.0346131773835927	0.0375298656010843	0.0388303144128972	0.0836023436154841	0.0825572796945927	0.0778679888130594	0.0901711273708881	0.0489895190165984	0.0789578676588383	0.0791459803976477	0.0838413714336489	0.0422522873936055	0.0814997435298686	0.0509455824719237	0.0470964124775496	0.0414312338583026	0.0480257555007292	0.0399751738799979	0.0518371531351591	0.0451268522355732	0.0398845578474509	0.0431538277023813	0.0354654408074237	0.0368182357235056
0.201326263724373	0.200656320803617	0.201417301954727	0.203031035479688	0.204207598063075	0.200333857212436	0.19851611003596	0.204610630960732	0.206698401945585	0.202386249236957	0.200247667034387	0.200514910007823	0.193601370103197	0.200607435187845	0.202844732207015	0.203183352556579	0.19707238234282	0.204217930130035	0.207680458279331	0.214929760194319	0.190521553000845	0.211134104872176	0.209939526973363	0.208245491817376	0.203681545622123	0.199173265918255	0.212488742055234	0.201870529231229	0.20465329032974	0.216332043749006	0.20166601893704	0.199666054009178	0.20664939446183	0.203752259353268	0.205525435225672	0.198328339088567	0.201033145586602	0.200616852988052	0.198126396970516	0.199068217075937
0.0304791212910228	0.0284790234571353	0.0274195091825216	0.0276848374645402	0.0281072561689162	0.0295706492266625	0.0321149636539454	0.0280595584165161	0.0263837386577139	0.024961884755681	0.0256095873559739	0.0278733749441796	0.0260092282102402	0.0243712694161846	0.0255972774040715	0.0270467503490365	0.0287721087485449	0.0259805234778842	0.0274514355435419	0.0431787700899024	0.0434231742823638	0.0476019288962816	0.045115083309102	0.0278829393006286	0.0363733489422454	0.0396689862690434	0.0414581532902531	0.0301702578154945	0.0380480145083447	0.0333681044884574	0.0303180270681664	0.028405476875868	0.0310541923581878	0.0328968053039575	0.0341326444943612	0.0286369825951076	0.0293436665409856	0.0200844807513051	0.0270304635787306	0.0267046357275359
0.241028376172157	0.241119958956045	0.264076011065647	0.262664198762856	0.1819870998938	0.22466045080744	0.262508688547485	0.218206803643389	0.209553482936778	0.237856049888165	0.257645364864361	0.220096397390256	0.238103305349784	0.209874481853971	0.296238365490057	0.189039634270823	0.244027033547851	0.260486408006392	0.257911809872971	0.300319610703093	0.284736290141937	0.268483260962662	0.287584641824118	0.266342016979974	0.303304524037062	0.292454410773387	0.293245365856629	0.271564238219507	0.304068323800095	0.267049390252614	0.276464043823231	0.277160795359851	0.25061686204565	0.243280049224521	0.203534590516209	0.259697816913397	0.247955581892761	0.286898510609441	0.225058797407811	0.243027479441302
0.0653815126677359	0.0691160282942598	0.0610158959735794	0.0816424190453551	0.0648678018674084	0.0594647468123669	0.0706082648908573	0.0651303364528368	0.0646477881719201	0.0700437227311985	0.0587205950807857	0.093796939267917	0.0644455991356022	0.0701040009502128	0.0696419956468834	0.0664042640487861	0.0553961638955685	0.0660676326836003	0.0705444418817464	0.102825371998165	0.104873628325681	0.106064102249639	0.124975699926542	0.0915178075916261	0.0948694370192255	0.103081168947927	0.0976004308565408	0.0720002623381285	0.114572602938428	0.084770893973819	0.0777430385874604	0.0794162135919486	0.0801599292242853	0.0788916578189946	0.084081262644244	0.0797249379320306	0.0683986781869239	0.0779958015079536	0.0901282807391423	0.0736713827265887
0.393823635947948	0.30042094633374	0.39601749427643	0.387795613744943	0.359845450123807	0.397222030107606	0.415014255277731	0.368776765408471	0.321226656277339	0.367776118904826	0.476621330276132	0.420916378503521	0.467491551995525	0.29963493909946	0.555663733325582	0.29186439444585	0.319177903073855	0.529806523952559	0.523022831050781	0.628827533753968	0.675209646502046	0.519333360847662	0.743129107556289	0.427673317497322	0.727155380556515	0.644680680282454	0.763100808168297	0.489870952466233	0.729144550166867	0.462642496722266	0.521625970703957	0.490418826004875	0.475011300174832	0.375782041892925	0.295149167438732	0.371384343853026	0.331800825548091	0.593953475453661	0.301786380756575	0.524839466741176
